ts,pid,argmax,probs
2025-10-23T21:40:49.848850,P123,38,[1.0, 1.000000001, 1.000000002, 1.000000003, 3.999999886872274e-09, 1.000000005, 1.000000006, 1.0000000070000001, 1.0000000079999998, 8.99999985648492e-09, 1.00000001, 1.000000011, 1.000000012, 1.0000000130000002, 1.4000000270186774e-08, 1.0000000149999995, 1.0000000159999995, 1.0000000169999996, 1.0000000179999997, 1.0000000189999998, 1.0000000199999999, 1.000000021, 1.000000022, 1.0000000230000001, 1.0000000240000002, 2.5000000292152436e-08, 2.6000000374892807e-08, 1.0000000270000005, 1.0000000280000005, 1.0000000290000006, 1.000000029999999, 1.000000030999999, 1.000000031999999, 1.0000000329999992, 1.0000000339999993, 1.0000000349999993, 1.0000000359999994, 3.699999950868005e-08, 1.0000000379999996, 3.899999967416079e-08]
2025-10-23T22:22:31.640850,P239,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-23T22:40:33.594115,P123,0,[1.0, 9.999999717180685e-10, 1.0, 1.0, 1.0, 4.999999969612645e-09, 1.0, 1.0, 1.0, 8.99999985648492e-09, 1.0, 1.0, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.0, 1.0, 1.799999971296984e-08, 1.0, 1.0, 2.099999996119095e-08, 1.0, 1.0, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.2999999177718564e-08, 1.0, 3.4999999343199306e-08, 1.0, 1.0, 3.799999959142042e-08, 1.0]
2025-10-23T22:40:53.471224,P123,1,[0.0, 1.0, 1.0, 3.000000026176508e-09, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.3000000187446403e-08, 1.0, 1.0, 1.0, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.7000000457633178e-08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
2025-10-23T22:41:15.689010,P123,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-23T22:41:35.322942,P123,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-24T00:53:09.098779,P10,3,[0.0, 9.999999717180685e-10, 1.0, 1.0, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.0, 1.0, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 1.0, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 1.0, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T01:56:03.756126,P1233,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-24T01:56:22.058982,P1233,0,[1.0, 9.999999717180685e-10, 1.0, 1.0, 3.999999886872274e-09, 4.999999969612645e-09, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.799999971296984e-08, 1.0, 1.0, 2.099999996119095e-08, 1.0, 1.0, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 1.0, 1.0, 1.0, 3.099999901223782e-08, 1.0, 3.2999999177718564e-08, 1.0, 3.4999999343199306e-08, 1.0, 1.0, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T02:17:18.637548,P2334,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-24T02:17:37.621159,P2334,0,[1.0, 9.999999717180685e-10, 1.0, 1.0, 3.999999886872274e-09, 4.999999969612645e-09, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.799999971296984e-08, 1.0, 1.0, 2.099999996119095e-08, 1.0, 1.0, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 1.0, 1.0, 1.0, 3.099999901223782e-08, 1.0, 3.2999999177718564e-08, 1.0, 3.4999999343199306e-08, 1.0, 1.0, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T02:18:01.673293,P2334,0,[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.6999999630229468e-08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
2025-10-24T03:04:57.433590,P1203,0,[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.2999999177718564e-08, 1.0, 1.0, 1.0, 3.699999950868005e-08, 1.0, 1.0]
2025-10-24T03:05:16.033731,P1203,0,[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.6999999630229468e-08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
2025-10-24T03:07:34.028904,P1230,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-24T03:15:55.847572,P334,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T03:16:40.457395,P334,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T03:17:19.317120,P334,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T03:21:52.578777,P100,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T03:37:11.673866,P12034,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-24T03:42:26.175887,R2345,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-25T04:58:54.431626,P120,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-25T04:59:16.591069,P120,39,[0.0, 9.999999717180685e-10, 1.999999943436137e-09, 3.000000026176508e-09, 3.999999886872274e-09, 4.999999969612645e-09, 6.000000052353016e-09, 7.000000135093387e-09, 7.999999773744548e-09, 8.99999985648492e-09, 9.99999993922529e-09, 1.1000000021965661e-08, 1.2000000104706032e-08, 1.3000000187446403e-08, 1.4000000270186774e-08, 1.4999999464748726e-08, 1.5999999547489097e-08, 1.6999999630229468e-08, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 2.4000000209412065e-08, 2.5000000292152436e-08, 2.6000000374892807e-08, 2.7000000457633178e-08, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 3.4999999343199306e-08, 3.599999942593968e-08, 3.699999950868005e-08, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-25T05:18:38.681535,P1230,38,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.000000003, 3.999999886872274e-09, 1.000000005, 1.000000006, 1.0000000070000001, 7.999999773744548e-09, 8.99999985648492e-09, 1.00000001, 1.1000000021965661e-08, 1.000000012, 1.0000000130000002, 1.4000000270186774e-08, 1.0000000149999995, 1.5999999547489097e-08, 1.0000000169999996, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0000000240000002, 1.0000000250000003, 2.6000000374892807e-08, 1.0000000270000005, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0000000349999993, 1.0000000359999994, 1.0000000369999995, 1.0000000379999996, 3.899999967416079e-08]
2025-10-25T05:18:42.428761,P1230,38,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.000000003, 3.999999886872274e-09, 1.000000005, 1.000000006, 1.0000000070000001, 7.999999773744548e-09, 8.99999985648492e-09, 1.00000001, 1.1000000021965661e-08, 1.000000012, 1.0000000130000002, 1.4000000270186774e-08, 1.0000000149999995, 1.5999999547489097e-08, 1.0000000169999996, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0000000240000002, 1.0000000250000003, 2.6000000374892807e-08, 1.0000000270000005, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0000000349999993, 1.0000000359999994, 1.0000000369999995, 1.0000000379999996, 3.899999967416079e-08]
2025-10-25T05:18:53.452918,P1230,39,[1.0, 1.000000001, 1.000000002, 1.000000003, 1.0000000039999999, 1.000000005, 1.000000006, 1.0000000070000001, 1.0000000079999998, 1.0000000089999999, 1.00000001, 1.000000011, 1.000000012, 1.0000000130000002, 1.0000000140000003, 1.0000000149999995, 1.0000000159999995, 1.6999999630229468e-08, 1.0000000179999997, 1.0000000189999998, 1.0000000199999999, 1.000000021, 1.000000022, 1.0000000230000001, 1.0000000240000002, 1.0000000250000003, 1.0000000260000004, 1.0000000270000005, 1.0000000280000005, 1.0000000290000006, 1.000000029999999, 1.000000030999999, 1.000000031999999, 1.0000000329999992, 1.0000000339999993, 1.0000000349999993, 1.0000000359999994, 1.0000000369999995, 1.0000000379999996, 1.0000000389999997]
2025-10-25T05:35:59.474838,P211,0,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.0, 3.999999886872274e-09, 1.0, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.1000000021965661e-08, 1.0, 1.0, 1.4000000270186774e-08, 1.0, 1.5999999547489097e-08, 1.0, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0, 1.0, 1.0, 1.0, 3.899999967416079e-08]
2025-10-25T05:36:20.859291,P211,0,[1.0, 9.999999717180685e-10, 1.0, 1.0, 3.999999886872274e-09, 4.999999969612645e-09, 1.0, 1.0, 7.999999773744548e-09, 8.99999985648492e-09, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.799999971296984e-08, 1.0, 1.0, 2.099999996119095e-08, 1.0, 1.0, 1.0, 1.0, 2.6000000374892807e-08, 1.0, 1.0, 1.0, 1.0, 3.099999901223782e-08, 1.0, 3.2999999177718564e-08, 1.0, 3.4999999343199306e-08, 1.0, 1.0, 3.799999959142042e-08, 3.899999967416079e-08]
2025-10-25T05:43:20.878747,P123,38,[1.0, 9.999999717180685e-10, 1.999999943436137e-09, 1.000000003, 3.999999886872274e-09, 1.000000005, 1.000000006, 1.0000000070000001, 7.999999773744548e-09, 8.99999985648492e-09, 1.00000001, 1.1000000021965661e-08, 1.000000012, 1.0000000130000002, 1.4000000270186774e-08, 1.0000000149999995, 1.5999999547489097e-08, 1.0000000169999996, 1.799999971296984e-08, 1.899999979571021e-08, 1.999999987845058e-08, 2.099999996119095e-08, 2.2000000043931323e-08, 2.3000000126671694e-08, 1.0000000240000002, 1.0000000250000003, 2.6000000374892807e-08, 1.0000000270000005, 2.800000054037355e-08, 2.900000062311392e-08, 2.999999892949745e-08, 3.099999901223782e-08, 3.199999909497819e-08, 3.2999999177718564e-08, 3.3999999260458935e-08, 1.0000000349999993, 1.0000000359999994, 1.0000000369999995, 1.0000000379999996, 3.899999967416079e-08]
2025-10-25T06:02:35.279043,P1234,3,[0.9397716522216797, 0.0010023723589256406, 0.2910193204879761, 0.9999799728393555, 0.19323763251304626, 0.993078351020813, 0.8781656622886658, 0.9965789318084717, 0.0057580252178013325, 0.019137362018227577, 0.9998996257781982, 0.0036724021192640066, 0.9798344373703003, 0.6029534339904785, 5.946963210590184e-05, 0.9971156120300293, 0.07887284457683563, 0.9338152408599854, 0.1562473624944687, 0.2967798411846161, 0.03734086826443672, 0.18343617022037506, 0.00044026190880686045, 0.010964983142912388, 0.9467760324478149, 0.9986778497695923, 0.27215132117271423, 0.9955102205276489, 0.27186867594718933, 0.045496582984924316, 0.23668211698532104, 0.0031846773345023394, 0.2080027163028717, 0.016622040420770645, 0.06178668513894081, 0.8951238989830017, 0.6149360537528992, 0.9420823454856873, 0.6093084216117859, 0.022543320432305336]
2025-10-25T06:02:58.036289,P1234,28,[0.8228695392608643, 0.007638097740709782, 0.9999945163726807, 0.999993622303009, 0.2808401584625244, 0.011375312693417072, 0.9960614442825317, 0.9999687671661377, 0.3051733672618866, 0.00517297675833106, 0.9999752044677734, 0.9982724189758301, 0.8450460433959961, 0.999962568283081, 0.7072934508323669, 0.9999930262565613, 0.9993513822555542, 0.999894380569458, 0.43571922183036804, 0.992962121963501, 0.807111918926239, 0.010372958146035671, 0.9877855777740479, 0.9723691940307617, 0.9999992251396179, 0.9924556016921997, 0.22646915912628174, 0.9999933242797852, 0.9999997019767761, 0.9997981786727905, 0.9980737566947937, 0.48310524225234985, 0.9981966614723206, 0.28466299176216125, 0.7286887764930725, 0.023185735568404198, 0.9883653521537781, 0.9965124726295471, 0.032641418278217316, 0.37946799397468567]
2025-10-25T06:03:18.255388,P1234,39,[0.9998371601104736, 1.0, 0.9965951442718506, 0.9969350099563599, 0.999998927116394, 0.9969674348831177, 0.999946653842926, 1.0, 0.9997997283935547, 0.9997025728225708, 0.95518958568573, 0.9999998807907104, 0.9999997615814209, 0.9903188943862915, 0.9999973177909851, 1.0, 0.9999252557754517, 0.31377989053726196, 0.9998334646224976, 0.9684953689575195, 0.9998656511306763, 0.998069703578949, 0.9999998211860657, 0.9999998807907104, 0.9998561143875122, 0.9999953508377075, 0.999952495098114, 0.9858533143997192, 0.9997285008430481, 0.9999984502792358, 0.9999968409538269, 0.9999925494194031, 0.9999844431877136, 0.9999849796295166, 0.9999999403953552, 0.9999589920043945, 0.9999462962150574, 0.9999991059303284, 0.9966391921043396, 1.0]
2025-10-25T06:03:54.606249,P1234,25,[0.9999974370002747, 0.9985877871513367, 0.9999759197235107, 1.0, 0.06106502190232277, 0.997518002986908, 0.9999911785125732, 0.9999995827674866, 0.6384056806564331, 0.7585166692733765, 1.0, 0.9999719262123108, 0.9996625185012817, 0.9999985694885254, 0.2294982224702835, 0.9938218593597412, 0.9982948303222656, 0.9999999403953552, 0.9988707304000854, 0.973668098449707, 0.9999971389770508, 0.6655166745185852, 0.9991953372955322, 0.8098803758621216, 1.0, 1.0, 0.8545563817024231, 0.9964487552642822, 0.9999985694885254, 0.9999920129776001, 0.9932613968849182, 0.9999977946281433, 0.9999986290931702, 0.0009692343301139772, 0.9959133863449097, 0.7698201537132263, 0.9999977946281433, 0.2710612118244171, 0.9999912977218628, 0.9899049997329712]
2025-10-25T06:07:35.590913,P1234,15,[0.7386990785598755, 0.9996055364608765, 0.0066769737750291824, 0.9400736689567566, 0.9999982118606567, 0.9999568462371826, 0.8783430457115173, 0.9137670993804932, 0.9762011766433716, 0.0010849625105038285, 0.9985206127166748, 1.1000000021965661e-08, 0.8092035055160522, 0.9204525947570801, 0.0060983141884207726, 0.9999998807907104, 0.30613139271736145, 0.054503221064805984, 0.08162035048007965, 0.08124097436666489, 0.0012796721421182156, 0.9981474876403809, 0.050788335502147675, 0.25955602526664734, 0.5768990516662598, 0.05031194910407066, 0.014680858701467514, 0.04644301161170006, 0.0024621766060590744, 0.5752384662628174, 0.8483975529670715, 0.025660546496510506, 0.628808319568634, 0.9925044775009155, 0.812535285949707, 0.9995572566986084, 0.3736221492290497, 0.9911121129989624, 0.9845291972160339, 0.25122323632240295]
